genome,locus,index_locus,class,type,tm,p2rp_description
GCA_009995625.1,GPI97_02005,400,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995625.1,GPI97_02060,411,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995625.1,GPI97_02080,415,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_02675,533,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_03260,650,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_03790,756,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_009995625.1,GPI97_04760,949,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_05145,1026,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_009995625.1,GPI97_07280,1444,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_009995625.1,GPI97_07375,1463,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_07380,1464,HK,Classic,2,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_09325,1846,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_10590,2096,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_009995625.1,GPI97_10745,2126,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_11445,2265,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995625.1,GPI97_11485,2273,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_009995625.1,GPI97_11810,2338,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_12770,2530,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_009995625.1,GPI97_13525,2678,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_009995625.1,GPI97_13915,2756,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_14360,2844,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995625.1,GPI97_14365,2845,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_14415,2855,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995625.1,GPI97_14515,2875,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995625.1,GPI97_15615,3095,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_16235,3217,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995625.1,GPI97_16885,3346,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_17975,3562,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_17980,3563,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_009995625.1,GPI97_17985,3564,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_18325,3632,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_009995625.1,GPI97_18530,3672,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_19195,3802,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995625.1,GPI97_19730,3909,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_19745,3912,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_20660,4094,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_009995625.1,GPI97_20820,4125,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_009995625.1,GPI97_21185,4198,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_009995625.1,GPI97_21310,4223,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_009995625.1,GPI97_24970,4951,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_020246905.1,IM332_00015,3,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_00020,4,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_00025,5,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_05550,62,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246905.1,IM332_06555,277,HK,CheA,0,"Histidine kinase, CheA contains 1 H-kinase_dim,1 HATPase_c,1 CheW,2 Response_reg"
GCA_020246905.1,IM332_06680,302,PP,HPt,0,Phosphotransfer protein contains 1 Hpt
GCA_020246905.1,IM332_07050,395,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_07055,396,HK,Classic,0,"Probable incomplete histidine kinase contains 1 GAF,1 HATPase_c"
GCA_020246905.1,IM332_07455,482,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246905.1,IM332_07665,523,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_08270,662,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_020246905.1,IM332_08330,674,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_08385,685,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_08405,689,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246905.1,IM332_08735,766,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_01010,826,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_10935,1243,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_020246905.1,IM332_11730,1412,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_11845,1434,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246905.1,IM332_01355,1577,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_12570,1621,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_14960,2120,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246905.1,IM332_15040,2135,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,2 GAF,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_15835,2299,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246905.1,IM332_16595,2469,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_16685,2487,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_020246905.1,IM332_17990,2781,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246905.1,IM332_18770,2950,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_020246905.1,IM332_18860,2968,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_19555,3118,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_20430,3304,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 GAF,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_020246905.1,IM332_20655,3351,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_21185,3458,HK,Classic,3,"Histidine kinase, Classic contains 1 CHASE3,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_21255,3472,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246905.1,IM332_21260,3473,HK,Classic,7,"Histidine kinase, Classic contains 1 MASE1,1 GAF,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_21695,3604,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246905.1,IM332_21880,3641,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_21935,3652,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246905.1,IM332_00360,3890,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_00370,3892,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_020246905.1,IM332_03480,3956,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_020246905.1,IM332_04110,4102,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_020246905.1,IM332_05195,4344,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_020246905.1,IM332_05200,4345,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_14560,67,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_14965,148,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_15185,236,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_15210,241,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_003242035.1,DCF25_15215,242,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_15230,245,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCA_003242035.1,DCF25_15375,274,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_15390,277,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_15695,337,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_003242035.1,DCF25_15930,430,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 HAMP,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003242035.1,DCF25_15935,431,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_16285,501,HK,Hybrid,3,"Histidine kinase, Hybrid contains 1 CHASE3,2 PAS_4,1 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003242035.1,DCF25_03295,522,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_16620,611,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 GAF,1 SpoIIE"
GCA_003242035.1,DCF25_16830,653,RR,OmpR,0,"Response regulator, OmpR family contains 3 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_16835,654,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_16840,655,HK,Classic,0,"Histidine kinase, Classic contains 1 CBS,1 GAF,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_17345,800,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_4,2 PAS,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_03740,885,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,2 GAF,1 HisKA,1 HATPase_c,1 CYCc"
GCA_003242035.1,DCF25_03835,902,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_03850,905,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_18425,1109,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 PAS,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_18515,1127,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_18525,1129,HK,Classic,0,"Histidine kinase, Classic contains 2 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_18730,1170,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_04385,1311,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003242035.1,DCF25_04390,1312,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,1 PAS_3,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_04395,1313,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_04400,1314,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_04405,1315,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 Response_reg,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_04630,1430,HK,Hybrid,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HATPase_c"
GCA_003242035.1,DCF25_04635,1431,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_04645,1433,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_003242035.1,DCF25_19665,1467,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 PAS_4,2 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003242035.1,DCF25_04915,1554,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 GAF,2 PAS_3,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003242035.1,DCF25_00100,1574,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_00370,1628,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_20795,1865,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_20800,1866,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_21355,2046,HK,Classic,2,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_21360,2047,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_21450,2065,HK,Classic,0,"Histidine kinase, Classic contains 2 CBS,1 GAF,1 PAS,1 PAS_4,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_21455,2066,RR,OmpR,0,"Response regulator, OmpR family contains 2 Response_reg,1 Trans_reg_C,1 Hpt"
GCA_003242035.1,DCF25_05820,2173,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_003242035.1,DCF25_05990,2207,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_4,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_22275,2325,RR,PleD,0,"Response regulator, PleD family contains 1 Response_reg,1 GGDEF"
GCA_003242035.1,DCF25_06295,2356,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_22295,2357,RR,YesN,0,"Response regulator, YesN family contains 1 Response_reg,2 HTH_AraC"
GCA_003242035.1,DCF25_22300,2358,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_22375,2373,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_22380,2374,RR,OmpR,0,"Response regulator, OmpR family contains 3 Response_reg,1 Trans_reg_C,1 Hpt"
GCA_003242035.1,DCF25_06390,2419,HK,Hybrid,0,"Probable incomplete histidine kinase contains 1 Response_reg,1 HATPase_c"
GCA_003242035.1,DCF25_06395,2420,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_00715,2547,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_06780,2596,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GGDEF,1 EAL"
GCA_003242035.1,DCF25_06900,2620,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_06905,2621,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_07200,2679,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_07900,2817,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_4,1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_00900,2875,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_01000,2895,HK,CheA,0,"Histidine kinase, CheA contains 1 Hpt,1 H-kinase_dim,1 HATPase_c,1 CheW,1 Response_reg"
GCA_003242035.1,DCF25_01015,2898,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_01045,2904,RR,RsbU,0,"Response regulator, RsbU family contains 1 Response_reg,1 SpoIIE"
GCA_003242035.1,DCF25_08640,3026,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_08645,3027,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_08920,3082,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_08980,3094,HK,Classic,0,"Histidine kinase, Classic contains 3 PAS_3,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_09020,3102,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS_4,1 PAS,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003242035.1,DCF25_09135,3125,HK,Classic,0,"Probable incomplete histidine kinase contains 1 GAF,1 HATPase_c"
GCA_003242035.1,DCF25_01290,3174,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_3,3 PAS_4,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_09155,3194,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_09525,3268,HK,Classic,0,"Histidine kinase, Classic contains 2 PAS_4,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_09700,3303,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_4,1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_09985,3360,HK,Classic,3,"Histidine kinase, Classic contains 1 Cache_1,1 HAMP,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_10235,3410,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_10305,3424,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003242035.1,DCF25_01575,3461,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_10625,3541,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_10890,3594,RR,YesN,0,"Response regulator, YesN family contains 1 Response_reg,2 HTH_AraC"
GCA_003242035.1,DCF25_10985,3613,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_11335,3680,HK,Classic,1,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_11385,3749,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_11510,3774,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_003242035.1,DCF25_12015,3874,HK,Classic,0,Probable incomplete histidine kinase contains 1 HATPase_c
GCA_003242035.1,DCF25_12045,3880,RR,unclassified,0,"Response regulator, unclassified contains 1 REC"
GCA_003242035.1,DCF25_12080,3887,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_02040,3967,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003242035.1,DCF25_02090,3977,HK,Classic,1,Probable incomplete histidine kinase contains 1 HATPase_c
GCA_003242035.1,DCF25_02125,3984,HK,Classic,2,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_02195,3998,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003242035.1,DCF25_12405,4009,HK,Classic,0,"Histidine kinase, Classic contains 1 GAF,1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_12440,4016,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003242035.1,DCF25_12680,4062,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_12685,4063,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003242035.1,DCF25_12690,4064,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg"
GCA_003242035.1,DCF25_13255,4176,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003242035.1,DCF25_14005,4380,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_14385,135,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003248995.1,DCF23_04290,169,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_06715,664,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_06830,805,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_09345,1405,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_09350,1406,HK,Classic,0,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_10680,1754,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003248995.1,DCF23_10685,1755,HK,Classic,3,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_11420,1983,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003248995.1,DCF23_11525,2004,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_02010,2078,HK,Classic,3,"Histidine kinase, Classic contains 1 HAMP,1 PAS,1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_02525,2322,HK,Classic,1,"Histidine kinase, Classic contains 1 HAMP,1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_02530,2323,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_12700,2412,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_12765,2424,HK,Classic,0,"Histidine kinase, Classic contains 1 HisKA,1 HATPase_c"
GCA_003248995.1,DCF23_13115,2492,PP,HisKa,0,Phosphotransfer protein contains 1 HisKA
GCA_003248995.1,DCF23_03000,2529,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_03535,2732,RR,OmpR,0,"Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C"
GCA_003248995.1,DCF23_03540,2733,HK,Classic,1,"Histidine kinase, Classic contains 1 PAS,1 HisKA,1 HATPase_c"
GCA_003003725.1,C7B67_27520,32,RR,unclassified,0,"Response regulator, unclassified contains 1 Response_reg,1 GAF"
GCA_003003725.1,C7B67_12450,63,HK,Hybrid,0,"Histidine kinase, Hybrid contains 1 PAS_2,1 GAF,1 PHY,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003003725.1,C7B67_12515,83,HK,Classic,0,"Histidine kinase, Classic contains 4 PAS_4,1 PAS,1 PAS_3,1 HisKA,1 HATPase_c"
GCA_003003725.1,C7B67_12520,84,RR,PleD_VieA,0,"Response regulator, PleD_VieA family contains 1 Response_reg,1 GAF,1 PAS_3,1 PAS,1 GGDEF,1 EAL"
GCA_003003725.1,C7B67_12530,86,HK,Hybrid,1,"Histidine kinase, Hybrid contains 1 CheB_methylest,1 MeTrc,1 PAS_4,1 HisKA,1 HATPase_c,1 Response_reg"
GCA_003003725.1,C7B67_27625,96,HK,Classic,1,"Histidine kinase, Classic contains 10 HAMP,1 GAF,1 HisKA,1 HATPase_c"
GCA_003003725.1,C7B67_27725,135,HK,Hybrid,0,"Histidine kinase, Hybrid contains 2 Response_reg,1 PAS_3,1 HisKA,1 HATPase_c"
GCA_003003725.1,C7B67_27740,138,RR,unclassified,0,"Response regulator, unclassified contains 3 Response_reg"
GCA_003003725.1,C7B67_12785,210,HK,Classic,0,"Histidine kinase, Classic contains 1 S_TKc,1 GAF,1 HisKA,1 HATPase_c"
GCA_003003725.1,C7B67_27850,225,RR,CheY,0,"Response regulator, CheY family contains 1 Response_reg"
GCA_003003725.1,C7B67_27855,226,RR,NarL,0,"Response regulator, NarL family contains 1 Response_reg,1 HTH_LUXR"
GCA_003003725.1,C7B67_27860,227,HK,Classic,0,"Histidine kinase, Classic contains 1 PAS_3,1 GAF,1 HisKA,1 HATPase_c"
