Table S3.5 HK domain architecture with corresponding categorical architecture of Antarctic cyanobacteria,,,,
organism_name,categorized_architecture,type,locus,domain_architecture
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS23755,HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter,Classic,LAY57_RS23915,HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS29215,HAMP - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS36160,HAMP - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Receiver - Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Transmitter,Unorthodox,LAY57_RS28060,Response_reg - Response_reg - Response_reg - PAS - PAS - PAS_3 - PAS_3 - PAS_3 - PAS_4 - PAS_4 - PAS_4 - GAF - GAF - HisKA - HATPase_c - Hpt
Argonema antarcticum A004/B2,Receiver - Receiver - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS17990,Response_reg - Response_reg - PAS_4 - PAS_4 - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Receiver - Sensor - Sensor - Transmitter - Receiver,Hybrid,LAY57_RS13570,Response_reg - Response_reg - GAF - GAF- HisKA - HATPase_c - CYCc
Argonema antarcticum A004/B2,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS26335,Response_reg - Response_reg - PAS_4 - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS28040,Response_reg - Response_reg - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS09590,Response_reg - Response_reg - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS14520,Response_reg - Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS14515,Response_reg - Response_reg- GAF - GAF - PAS - PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS28840,Response_reg - PAS_3 - GAF - GAF - GAF - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS28045,Response_reg - PAS_3 - PAS_3 - GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS06845,Response_reg - GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS01855,Response_reg - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY57_RS14505,Response_reg - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter,Hybrid,LAY57_RS28035,Response_reg - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter,Hybrid,LAY57_RS31200,Response_reg - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter,Hybrid,LAY57_RS05765,Response_reg - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter,Hybrid,LAY57_RS05845,Response_reg - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter,Classic,LAY57_RS35000,Response_reg - HisKA
Argonema antarcticum A004/B2,Receiver - Transmitter,Classic,LAY57_RS15080,Response_reg - HisKA
Argonema antarcticum A004/B2,Receiver - Transmitter,Hybrid,LAY57_RS15870,Response_reg - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter,Hybrid,LAY57_RS16805,Response_reg - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS17640,CheB_methylest - MeTrc - PAS_4 - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS25490,CheB_methylest - MeTrc - PAS_4 - PAS - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS28075,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS29825,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS32850,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS02835,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS07490,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS08170,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS10865,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS11145,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS34990,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS16025,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS17970,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Receiver - Transmitter - Transmitter,Hybrid,LAY57_RS19785,Response_reg - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Linker - Transmitter - Transmitter,Classic,LAY57_RS09580,Cache_1 - HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Linker - Transmitter - Transmitter,Classic,LAY57_RS19945,Cache_1 - HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Linker - Transmitter - Transmitter,Classic,LAY57_RS22395,Cache_1 - HAMP - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS05770,Cache_1 - HAMP - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS28030,Cache_1 - HAMP - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Linker - Transmitter - Transmitter - Receiver - Transmitter,Hybrid,LAY57_RS19340,Cache_1 - HAMP - HisKA - HATPase_c - Response_reg - Guanylate_cyc
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS16030,CBS - CBS - CBS - CBS - PAS_3 - PAS_3 - PAS_3 - PAS_3 - PAS_3 - PAS_4 - PAS_4 - PAS - GAF - GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS31780,PAS - PAS - PAS_3 - PAS_3 - PAS_3 - PAS_4 - GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS20350,PAS_3 - PAS_3 - PAS_3 - PAS - PAS_4 - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS23905,PAS - PAS_4 - PAS_4 - PAS_3 - PAS_3 - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS32755,PAS_4 - PAS_4 - PAS_4 - PAS - PAC - GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS28850,GAF - GAF - PAS_3 - PAS_3 - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS02020,PAS - PAS_4 - PAS_3 - GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS13645,PAS_4 - PAS_4 - PAS_4 - PAS_3 - PAS - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS17965,PAS_4 - PAS_4 - PAS_4 - PAS_3 - PAS_3 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS23265,PAS - PAS - PAS_3 - GAF - GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS28505,GAF - GAF - GAF - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS06640,CBS - CBS - CBS - CBS - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS12620,PAS_4 - PAS_4 - PAS - GAF - HisKA_2 - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS11070,GAF - GAF - PAS_4 - PAS_3 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver - Transmitter,Unorthodox,LAY57_RS01725,CHASE - PAS - PAS - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Hpt
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter,Classic,LAY57_RS06195,PAS - PAS - PAS_4 - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter,Classic,LAY57_RS23515,GAF - GAF - GAF - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS29705,PAS_4 - PAS_4 - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS30610,PAS_3 - GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS02125,GAF - GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS07485,PAS_3 - PAS_3 - PAS - HisKA_2 - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS14245,PAS_2 - GAF - PHY - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS18550,PAS - PAS_4 - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS22245,PAS_4 - PAS_4- PAS - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS31610,PAS_4 - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS32215,MASE1 - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS36115,GAF - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS03940,PAS_3 - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS06615,GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS08705,CHASE - PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS09330,GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS12905,GAF - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS15500,PAS_4 - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS18250,PAS - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS24570,PAS - PAS - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS27735,PAS_4 - PAS_4 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS09795,PAS - GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS11150,CHASE3 - PAS_4 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Sensor - Transmitter - Transmitter - Receiver - Transmitter,Unorthodox,LAY57_RS28065,GAF - PAS_4 - HisKA - HATPase_c - Response_reg - Hpt
Argonema antarcticum A004/B2,Sensor - Transmitter,Classic,LAY57_RS05400,PAS_3 - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter,Classic,LAY57_RS19705,GAF - HisKA
Argonema antarcticum A004/B2,Sensor - Transmitter,Classic,LAY57_RS19780,PAC - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS27185,PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS30000,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS32825,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS32830,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS33895,PAS - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS02825,PAS_4 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS03930,PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS05750,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS08965,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS09280,cNMP_binding - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS09545,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS18880,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS21200,CHASE2 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS21880,GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter,Classic,LAY57_RS24010,PAS - HisKA - HATPase_c
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS32835,PAS_4 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS02060,CBS - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS05850,Cache_1 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS08185,CHASE2 - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS16810,GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Transmitter,Classic,LAY57_RS02120,HATPase_c
Argonema antarcticum A004/B2,Transmitter,Classic,LAY57_RS10170,HATPase_c
Argonema antarcticum A004/B2,Transmitter,Classic,LAY57_RS12455,HATPase_c
Argonema antarcticum A004/B2,Transmitter - Receiver,Classic,LAY57_RS22920,HisKA - EAL
Argonema antarcticum A004/B2,Transmitter - Sensor - Sensor - Transmitter,Classic,LAY57_RS09600,S_TKc - GAF - PAS_4 - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Sensor - Transmitter - Transmitter,Classic,LAY57_RS02780,S_TKc - GAF - PAS_3 - HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS00130,S_TKc - GAF - PAS - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Transmitter - Sensor - Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,LAY57_RS02720,S_TKc - GAF - PAS - HisKA - HATPase_c - Response_reg - REC
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter,Classic,LAY57_RS31410,S_TKc - GAF - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter,Classic,LAY57_RS08110,S_TKc - PAS_3 - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter,Classic,LAY57_RS08675,S_TKc - GAF - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter,Classic,LAY57_RS10040,Pkinase - GAF - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter,Classic,LAY57_RS17820,S_TKc - GAF - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY57_RS19930,Pkinase - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY57_RS24360,Pkinase - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS31195,S_TKc - GAF - HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Transmitter - Sensor - Transmitter - Transmitter - Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS16700,S_TKc - GAF - HisKA - HisKA - HATPase_c - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS26060,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS29455,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS01720,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS07235,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS10165,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS10445,Hpt - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS14190,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS14330,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS15455,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS16275,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS16630,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS18695,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter,Classic,LAY57_RS23525,HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter - Receiver,Hybrid,LAY57_RS02150,HisKA - HATPase_c - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Receiver - Receiver,Hybrid,LAY57_RS26340,HisKA - HATPase_c - Response_reg - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY57_RS15865,Pkinase - Arch_ATPase - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY57_RS24580,S_TKc - Arch_ATPase - GAF - HisKA - HATPase_c
Argonema antarcticum A004/B2,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY57_RS29305,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY57_RS33435,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY57_RS16310,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY57_RS18965,Hpt - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Transmitter - Transmitter - Adaptor - Receiver,CheA,LAY57_RS00655,Hpt - Htp - H-kinase_dim - HATPase_c - CheW - Response_reg
Argonema antarcticum A004/B2,Transmitter - Transmitter - Transmitter - Transmitter - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor,Hybrid,LAY57_RS17300,HisKA - HisKA - HATPase_c - HATPase_c - Response_reg - PAS_3 - PAS_3 - PAS - PAS_4 - GAF
Argonema antarcticum A004/B2,Unknown - Transmitter - Sensor - Transmitter - Transmitter,Classic,LAY57_RS17350,S_TKc - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Sensor - Transmitter - Transmitter,Classic,LAY41_RS20170,HAMP - PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Sensor - Transmitter - Transmitter - Receiver - Receiver,Hybrid,LAY41_RS29045,HAMP - PAS_4 - HisKA - HATPase_c - Response_reg - REC
Argonema galeatum A003/A1,Linker - Sensor - Transmitter - Transmitter - Receiver - Receiver - Receiver,Hybrid,LAY41_RS30345,HAMP - GAF - HisKA - HATPase_c - Response_reg - Response_reg - Response_reg
Argonema galeatum A003/A1,Linker - Transmitter - Transmitter,Classic,LAY41_RS16790,HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Transmitter - Transmitter,Classic,LAY41_RS19415,HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Transmitter - Transmitter,Classic,LAY41_RS22550,HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Transmitter - Transmitter,Classic,LAY41_RS27100,HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Transmitter - Transmitter,Classic,LAY41_RS05170,HAMP - HisKA - HATPase_c
Argonema galeatum A003/A1,Linker - Transmitter - Transmitter - Receiver,Hybrid,LAY41_RS12255,HAMP - HisKA - HATPase_c - Response_reg
Argonema galeatum A003/A1,Receiver - Receiver - Receiver - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter - Transmitter,Unorthodox,LAY41_RS12230,Response_reg - Response_reg - Response_reg - PAS - PAS - PAS_3 - PAS_4 - PAS_4 - GAF - GAF - HisKA - HATPase_c - Hpt
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS29545,Response_reg - Response_reg - GAF - GAF- PAS - PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Sensor - Transmitter - Receiver,Hybrid,LAY41_RS26270,Response_reg - Response_reg - GAF - GAF- HisKA - HATPase_c - CYCc
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS12265,Response_reg - Response_reg - GAF - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS25985,Response_reg - Response_reg - PAS_4 - PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS29550,Response_reg - Response_reg - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS29765,Response_reg - Response_reg - PAS - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS05850,Response_reg - Response_reg - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS07205,Response_reg - PAS_3 - GAF - GAF - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Sensor - Sensor - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS12245,Response_reg - PAS_3 - PAS_3 - GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS29240,Response_reg - Response_reg- PAS_4 - PAS_4- PAS_3 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Sensor - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS29760,Response_reg - GAF - GAF - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS30340,Response_reg - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Sensor - Transmitter - Transmitter,Hybrid,LAY41_RS29535,Response_reg - PAS_4 - HisKA - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter,Hybrid,LAY41_RS08925,Response_reg - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter,Hybrid,LAY41_RS12220,Response_reg - HATPase_c
Argonema galeatum A003/A1,Receiver - Transmitter,Hybrid,LAY41_RS14130,Response_reg - HATPase_c
